rowid,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
18401,PHL,Philippines,Quezon power station,WRI1001873,440.0,14.2296,121.7558,Coal,,,,2000.0,Quezon Power Co,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1024714,,,,,,,,,,,,,,2772.66,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18402,PHL,Philippines,Raslag,WKS0064259,10.0,15.132,120.635,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,17.99,18.81,20.27,17.89,17.79,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18403,PHL,Philippines,Raslag 2,WKS0066180,13.2,15.132,120.635,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,24.33,26.34,29.38,24.66,24.2,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18404,PHL,Philippines,SACASOL P1,WRI1001948,21.0,10.5158,123.4351,Solar,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1099858,,,,,,,,,,38.74,36.72,46.42,43.59,35.54,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18405,PHL,Philippines,SAN CARLOS,WRI1001945,8.3,10.9844,122.7711,Biomass,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1064119,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
18406,PHL,Philippines,SAN LORENZO,WRI1001887,530.0,13.7717,124.0349,Gas,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1017046,,,,,,,,,,,,,,3809.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18407,PHL,Philippines,SAN ROQUE,WRI1001894,411.0,16.1462,120.6837,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023567,,,,,,,,,,917.46,1257.74,913.93,1017.63,1128.18,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
18408,PHL,Philippines,SCPC U1,WRI1030470,300.0,14.5247,120.5964,Coal,,,,2017.0,San Miguel Consolidated Power Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,1890.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18409,PHL,Philippines,SEC,WRI1023892,118.0,5.871,125.0789,Coal,,,,2016.0,Sarangani Energy Corporation (SEC),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,743.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18410,PHL,Philippines,SLPGC,WRI1023890,300.0,13.9201,120.8265,Coal,,,,2016.0,South Luzon Thermal Energy Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,1890.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18411,PHL,Philippines,SLTEC Putting Bato,WRI1023889,270.0,13.9328,120.7909,Coal,,,,2016.0,South Luzon Thermal Energy Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,1701.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18412,PHL,Philippines,SPPC,WRI1001950,59.0,6.1018,125.2905,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1046858,,,,,,,,,,,,,,45.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18413,PHL,Philippines,STA RITA,WRI1001885,1060.0,13.7703,121.035,Gas,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,,,,,,,,7618.75,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18414,PHL,Philippines,SUBIC DPP,WRI1001877,116.0,14.88,120.2343,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1016537,,,,,,,,,,,,,,89.36,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18415,PHL,Philippines,SaCaSol 1B,WKS0064334,9.0,10.523,123.43,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.56,16.0,18.43,17.12,15.41,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18416,PHL,Philippines,SaCaSol 1C/D,WKS0064793,23.0,10.523,123.43,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,41.4,39.05,50.61,47.54,38.04,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18417,PHL,Philippines,Sacasun,WRI1023910,59.0,10.5116,123.4351,Solar,,,,2016.0,San Carlos Sun Power Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,94.3,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
18418,PHL,Philippines,San Francisco PH,WKS0070648,10.0,8.485,125.895,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,17.75,17.71,19.1,18.52,16.7,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18419,PHL,Philippines,San Gabriel,WRI1029961,450.0,13.7769,121.0261,Gas,,,,2016.0,First NatGas Power Corp.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1066595,,,,,,,,,,,,,,3234.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18420,PHL,Philippines,San Ildefonso,WKS0068487,15.0,15.004,121.028,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,27.47,29.84,33.3,28.33,27.66,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18421,PHL,Philippines,San Luis,WRI1030472,1.0,15.6854,121.4748,Hydro,,,,2017.0,Epower Technologies Corp.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1058810,,,,,,,,,,2.95,3.45,3.34,3.82,3.4,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
18422,PHL,Philippines,San Rafael Solar,WRI1030486,3.8,15.0074,120.973,Solar,,,,2017.0,SPARC Solar Powered Agri-Rural Communities Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,5.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18423,PHL,Philippines,Saranay,WKS0070671,10.0,15.82,120.965,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,17.84,18.37,20.24,17.15,17.9,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18424,PHL,Philippines,Sarrat Solar,WRI1030487,1.0,18.1359,120.6762,Solar,,,,2017.0,Bosung Solartec Ic (BOSUNG),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,1.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18425,PHL,Philippines,Sepalco,WRI1029967,45.0,11.121,124.9723,Solar,,,,2016.0,Sulu Electric Power and Light Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,74.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
18426,PHL,Philippines,Silay Solar,WRI1023912,25.0,10.8055,122.9908,Solar,,,,2016.0,Megawatt Clean Energy (MCEI),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1111968,,,,,,,,,,,,,,41.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
18427,PHL,Philippines,Sta. Rita Solar,WRI1029962,7.1,14.8052,120.3634,Solar,,,,2016.0,JOBIN,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,12.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
18428,PHL,Philippines,Sual power station,WRI1001872,1218.0,16.1243,120.1012,Coal,,,,1999.0,SMC Global Power Holdings Corp.,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1013257,,,,,,,,,,,,,,7675.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18429,PHL,Philippines,Surallah 12,WKS0062558,12.0,6.34,124.74,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,22.01,23.21,25.36,24.69,21.46,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18430,PHL,Philippines,TIWI,WRI1001890,234.0,13.4655,123.6486,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1025521,,,,,,,,,,,,,,1236.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18431,PHL,Philippines,TOLEDO POWER CORP. (Sangi Sta),WRI1001920,88.8,10.3871,123.6401,Coal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1031810,,,,,,,,,,,,,,559.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18432,PHL,Philippines,Tanauan,WKS0070613,50.0,14.14,121.1,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,89.35,95.52,112.6,92.65,91.61,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
18433,PHL,Philippines,UNIFIED LEYTE,WRI1001943,610.2,11.1308,124.6553,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,,,,,,,,3224.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18434,PHL,Philippines,UPPC,WRI1030480,30.0,14.8952,120.7715,Coal,,,,1998.0,United Pulp & Paper Co. Inc,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,189.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18435,PHL,Philippines,Valenzuela Solar,WRI1023903,9.0,14.7019,120.954,Solar,,,,2016.0,Valenzuela Solar Energy Inc. Absolut Distillers Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1111032,,,,,,,,,,,,,,15.78,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
18436,PHL,Philippines,WMPC,WRI1001954,113.0,7.0694,122.2014,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1033310,,,,,,,,,,,,,,87.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
18437,PHL,Philippines,YH Green,WRI1023899,14.5,14.8323,120.4476,Solar,,,,2016.0,YH Green Energy incorporated,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,,,,,,,,27.41,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
