id,seasonYear,season,genres,title.english,title.native,title.romaji
31424,2014,winter,"['Hentai', 'Horror', 'Mythology', 'Supernatural']",,,['Inyouchuu Etsu Bonus Video']
3265,2002,fall,"['Comedy', 'Mahou Shoujo', 'Performing Arts', 'Romance']",,プリンセスチュチュ,['Princess Tutu Specials']
10690,2012,winter,"['Adventure', 'Time Travel']",,マジック・ツリーハウス,[]
33730,2017,winter,"['Action', 'Adventure', 'Fantasy', 'Shounen']",Chain Chronicle: The Light of Haecceitas Part 3,チェインクロニクル〜ヘクセイタスの閃（ひかり）〜 第３章,[]
42178,2021,spring,"['Fantasy', 'Mystery', 'Sci-Fi']",The Country of Rare Treasure,秘宝之国,[]
12483,2000,fall,"['Comedy', 'Horror', 'Mystery', 'Mythology', 'Supernatural', 'Vampire']",,グレゴリーホラーショー - The Last Train,[]
1220,2006,summer,"['Romance', 'Sci-Fi']",Hoshizora Kiseki,星空キセキ,[]
10180,2010,fall,"['Historical', 'Mythology', 'Romance', 'Seinen', 'Supernatural']",,おとめ妖怪 ざくろ,"['Otome Yokai Zakuro Picture Drama', 'Girl Demon Zakuro Picture Drama']"
36036,2017,summer,"['Action', 'Adventure', 'Kids']",,런닝맨,['Runningman The Animation']
49348,2021,summer,['School'],,BLUE REFLECTION RAY/澪 特別編,['Blue Reflection Ray Episode 12.5']
965,2006,spring,"['Comedy', 'Fantasy', 'Slice of Life']",Gargoyle of Yoshinaga House,吉永さん家のガーゴイル,['The Gargoyle of the Yoshinagas']
2245,1999,fall,"['Drama', 'Romance', 'Sci-Fi']",,セラフィムコール,[]
2757,1995,spring,"['Action', 'Comedy', 'Fantasy']",,十二戦支　爆烈エトレンジャー,['12 Senshi Bakuretsu Eto Ranger']
8134,2010,winter,"['Comedy', 'Shounen']","Keroro Gunso the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island!!",超劇場版ケロロ軍曹 誕生!究極ケロロ奇跡の時空島であります!!,"['Chou Gekijou-ban Keroro Gunsou: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!']"
10950,2011,summer,"['Comedy', 'Mecha', 'Sci-Fi']",Ghost in the Shell: Stand Alone Complex: Solid State Society 3D: Tachikomatic Days,攻殻機動隊 S.A.C. Solid State Society 3D タチコマな日々,"['Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi', 'Kokaku Kidotai S.A.C. Solid State Society 3D - Tachikoma na Hibi']"
32454,2016,spring,"['Comedy', 'Shounen', 'Slice of Life', 'Sports']",Usakame,うさかめ,[]
711,1977,summer,"['Adult Cast', 'Drama', 'Military', 'Sci-Fi', 'Space']",Space Battleship Yamato,宇宙戦艦ヤマト,[]
8648,2010,summer,"['Comedy', 'Fantasy']",Broken Blade Picture Drama,ブレイクブレイド ピクチャードラマ,['Breaker Blade Picture Drama']
1737,1980,summer,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",Space Warrior Baldios,宇宙戦士 バルディオス,[]
30922,2016,winter,"['Fantasy', 'Supernatural']",MATASABURO of the Wind,風の又三郎,"['Wakate Animator Ikusei Project', '2016 Young Animator Training Project', 'Anime Tamago']"
16331,2012,fall,"['Action', 'Racing', 'Sci-Fi']",,NEXT A-Class,[]
8909,2010,winter,['Comedy'],,テイルズオブシンフォニア テセアラ編 また会えたね～笑撃のジャッジメント！～,"[""Tales of Symphonia The Animation: Tethe'alla Chapter - Mata Aeta ne: Shougeki no Judgement!""]"
40909,2019,fall,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Mythology', 'Romance']",,万界仙踪 第3季,"['Wan Jie Xian Zong Di San Ji', 'Wanjie Xianzong 3rd Season']"
718,1998,fall,"['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']",If I See You in My Dreams,夢で逢えたら,[]
50638,2022,fall,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",,マブラヴ オルタネイティヴ,[]
38095,2018,fall,['Hentai'],,発情スイッチ~堕とされた少女達~ THE ANIMATION,[]
51407,2022,winter,['Music'],,Brand new Pastel Road!,['Pastel＊Palettes×ZAQ']
1232,1995,spring,"['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi']",Saber Marionette R,SMガールズ セイバーマリオネットR,[]
27857,2014,fall,['Comedy'],,ティグルくんとヴァナディーちゅ,[]
4562,2004,summer,['Hentai'],,痴漢十人隊 THE ANIMATION,"['Chikan Junin Tai', '10 Chikan Association']"
2517,2007,spring,"['Drama', 'Historical', 'Romance', 'Seinen', 'Slice of Life']",Emma: A Victorian Romance - Intermission,英國戀物語エマ,['Emma: A Victorian Romance - Intermission']
3285,1969,winter,"['School', 'Shoujo']",Secrets of Akko-chan,ひみつのアッコちゃん,"[""Akko's Secret"", 'The Magic Mirror']"
1750,2006,spring,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",Ah My Buddha Katsu Special,あまえないでよっ!!喝!! ダマされないでよっ!!,"[""Amaenaide yo!! Katsu!!: Don't be Fooled!!"", 'Amaenaide yo!! Katsu!! Special']"
4310,2001,fall,['Hentai'],University Girls: Special Counseling,女子大エッチ相談室,[]
4823,2006,winter,"['Horror', 'Mythology', 'Supernatural']",Humanoid Monster Bem,妖怪人間ベム,"['Youkai Ningen Bemu', 'Yokai Ningen Bem', 'Humanoid Monster Bem (TV 2)']"
19159,2013,fall,"['Comedy', 'Parody', 'Slice of Life']",,げんしけん オリジナルアニメDVD,"['Genshiken Nidaime OAD', 'The Society for the Study of Modern Visual Culture OVA']"
36823,2016,fall,"['Comedy', 'Historical', 'Romance', 'Supernatural']",Fox Spirit Matchmaker 4th Season,狐妖小红娘 北山妖帝,"['Huyao Xiao Hongniang: Yue Hong II', 'Little Foxspirit Matchmaker Season 4', 'Enmusubi no Youko-chan']"
730,1994,spring,"['Boys Love', 'Drama', 'Romance']",After School in the Lounge,放課後の職員室,"[""After School in the Teacher's Lounge""]"
3035,1988,spring,"['Action', 'Mythology', 'Sci-Fi']",,超音戦士ボーグマン,['Sonic Soldier Borgman']
38107,2018,fall,"['Fantasy', 'Hentai']",,魔剣の姫はエロエロです,[]
43483,2020,spring,['Comedy'],,とある科学の超電磁砲T もっとまるっと超電磁砲,"['Toaru Kagaku no Railgun MMR V', 'Toaru Kagaku no Railgun MMR VI']"
220,1999,fall,"['Hentai', 'Horror']",Mystery of the Necronomicon,黒の断章,[]
37340,2018,fall,['Hentai'],,ヴィーナスブラッド-ブレイヴ-,[]
48861,0,,"['Comedy', 'Historical', 'School', 'Shounen']",Kimetsu Gakuen Monogatari: Demon's Banquet Special Arc,キメツ学園物語 鬼滅の宴 特別編,[]
4318,1988,fall,"['Action', 'Fantasy', 'Mythology', 'Sci-Fi']",Dragon Century,竜世紀,[]
20959,2013,fall,['Hentai'],Invasion of the Ballbusters,姦染 Ball Buster The Animation,[]
2274,1994,fall,['Music'],,CLAMP IN WONDERLAND,[]
38882,2021,summer,"['Shounen', 'Sports']",,リョーマ！The Prince of Tennis 新生劇場版テニスの王子様,['Ryouma! The Prince of Tennis Shinsei Gekijouban Tennis no Ouji-sama']
5091,1979,fall,"['Adventure', 'Comedy', 'Historical', 'Supernatural']",Ninja the Wonder Boy,まんが猿飛佐助,['Sasuke TV']
5859,2007,spring,"['Action', 'Sci-Fi', 'Super Power']",,キディ・ガーランド,['Kiddy Grade 2 Pilot']
30947,2015,summer,"['Historical', 'Supernatural']",,暗闇三太,[]
3300,2001,winter,"['Action', 'Comedy', 'Fantasy', 'Hentai', 'Mythology']",Romance is in the Flash of the Sword II,ロマンスは剣の輝きII,[]
13029,2012,spring,"['Adventure', 'Anthropomorphic', 'Drama']",,あらしのよるに ひみつのともだち,"['On a Stormy Night: Secret Friends', 'One Stormy Night']"
1510,2003,spring,['Hentai'],Forbidden Love,妹でいこう！,['Plenty of Pretty Sisters']
35559,2017,spring,"['Ecchi', 'Fantasy']",Seven Mortal Sins: This is Indeed the Work of Demons...,sin 七つの大罪 第4.5話「まさに悪魔の所業…」,"['Seven Mortal Sins Recap', 'Sin: Nanatsu no Taizai Episode 4.5']"
3560,2002,summer,['Hentai'],Karen,カレン,[]
7144,2009,fall,"['Action', 'Adult Cast', 'Adventure', 'Drama', 'Military', 'Space']",,宇宙戦艦ヤマト 復活篇,"['Space Battleship Yamato: Rebirth Chapter', 'Space Battleship Yamato Resurrection', 'Space Battleship Yamato: Revival']"
37096,2018,spring,"['Kids', 'Strategy Game']",Puzzle & Dragon,パズドラ,['PazuDora']
234,2004,spring,"['Adventure', 'Shounen', 'Sports']",,ダンドー,[]
3819,1971,spring,"['Drama', 'Music']",Nozomi In The Sun,さすらいの太陽,"['Wandering Sun', 'Nathalie Sasurai no Taiyo']"
50411,2022,winter,['Comedy'],Busted! Darklord.,小魔头暴露啦！,[]
44270,2020,fall,"['Comedy', 'Romance', 'School']",,合味道×辉夜大小姐想要我告白,"['Nissin x Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'He Wei Dao x Kaguya-sama: Love Is War?', 'Kaguya-sama wa Cup Noodle ads']"
14575,2012,fall,"['CGDCT', 'Comedy', 'Slice of Life']",,みなみけ おまたせ,[]
34799,2017,spring,"['Comedy', 'Sci-Fi', 'Shoujo']",PriPri Chi-chan!!,プリプリちぃちゃん!!,"['Puripuri Chii-chan!!', 'Puri Puri']"
1009,1993,fall,"['Action', 'Comedy', 'Martial Arts', 'Shounen']",Art of Fighting,バトルスピリッツ　龍虎の拳,"['Battle Spirits: Dragon Tiger Fist', 'Battle Spirits: Ryoko no Ken']"
2289,1999,summer,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",,劇場版 アキハバラ電脳組 2011年の夏休み,"['Cyberteam in Akihabara: 2011 Summer Vacations', 'Cyber Team in Akihabara: The Movie', 'Akihabara Cyber Team 2011', 'Akihabara Denno Gumi 2011 Nen no Natsuyasumi']"
20977,2014,winter,"['Comedy', 'School', 'Seinen']",,となりの関くん DVD,['Tonari no Seki-kun OAD']
22513,2012,fall,['Music'],,FREELY TOMORROW,['Hatsune Miku: Freely Tomorrow']
1266,1989,fall,"['Adventure', 'Fantasy', 'Samurai', 'Shounen']",Ronin Warriors Legend of Kikoutei,鎧伝サムライトルーパー輝煌帝伝説,['Samurai Troopers OVA 2']
4339,1977,spring,"['Drama', 'School', 'Sports', 'Team Sports']",Attack on Tomorrow,あしたへアタック！,['Smash']
49395,2021,summer,['Historical'],,京都アニメーション CM「明治編」,[]
7668,2009,fall,['Romance'],,好きです鈴木くん!!,"['I Love You, Suzuki-kun!!', 'I Like You, Suzuki-kun!!']"
8436,1971,spring,"['Historical', 'Military']",,アニメンタリー 決断,['Animentary: The Decision']
1014,2003,summer,"['Comedy', 'Shoujo', 'Slice of Life']",Sugar: A Little Snow Fairy Summer Special,ちっちゃな雪使いシュガー特別編,"['Chiccha na Yukitsukai Sugar Special', 'Chiccha na Yukitsukai Sugar Tokubetsu Hen']"
32502,2013,fall,['Comedy'],,ブレイブルー オルターメモリー,[]
38902,2018,fall,"['Horror', 'Psychological']",,監獄実験〈プリズンラボ〉,['Kangoku Jikken']
1271,1998,spring,"['Comedy', 'Ecchi', 'Romance', 'School']",Very Private Lesson,教科書にないッ!,['Not in the Textbook!']
2552,2007,summer,"['Comedy', 'Seinen', 'Slice of Life']",,鉄子の旅,"[""Tetsuko's Travels"", ""Tetsuko's Trip""]"
48890,2021,spring,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",,灵笼:INCARNATION 特别篇,"['Ling Long: Tebie Pian', 'Spirit Cage: Incarnation Special']"
51706,0,,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",The Legendary Hero Is Dead!,勇者が死んだ！,['The Hero Is Dead!']
4603,2003,winter,['Hentai'],,気分きぶん,[]
13307,1964,summer,"['Action', 'Adventure', 'Samurai', 'Shounen']",,少年忍者風のフジ丸,['Samurai Kid']
2300,1994,fall,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",Tekkaman Blade: Twin Blood,宇宙の騎士テッカマンブレード,['Uchuu no Kishi Tekkaman Blade - S1 Twin Blood']
1277,1992,fall,"['Adventure', 'Drama', 'Fantasy', 'Mythology']",Ys II: Castle in the Heavens,Ys (イース) 天空の神殿 アドル=クリスティンの冒険,"['Ys II', 'Ancient Books of Ys II']"
3325,1990,winter,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",The Brave Fighter Exkizer,勇者エクスカイザー,['Brave Exkaiser']
510,2004,fall,"['Comedy', 'Drama', 'Harem', 'Romance', 'School']",Kakyusei 2,下級生２ ～瞳の中の少女たち～,[]
4606,2002,spring,"['Erotica', 'Girls Love', 'Hentai']",,月陽炎,[]
767,1991,winter,"['Action', 'Comedy', 'Detective', 'Ecchi', 'Sci-Fi']",,バーンナップ,['Burn Up']
30463,2014,spring,"['Fantasy', 'Horror', 'Mythology', 'Supernatural']",Horror News,恐怖新聞 (2014),[]
41215,2019,summer,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",The Westward,西行纪之集结篇,"['Xi Xing Ji 2nd Season', 'Journey to the West', 'Westbound', 'Westbound Discipline']"
3072,1983,winter,"['Action', 'Adult Cast', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']",Space Battleship Yamato - Final Chapter,宇宙戦艦ヤマト・完結編,"['Final Yamato', 'Uchu Senkan Yamato Kanketsu Hen']"
769,1996,spring,"['Comedy', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen']",Burn-Up W: On the Case & In your Face,バーンナップW,['Burn Up! Warrior']
11777,2011,fall,"['Action', 'Adult Cast', 'Adventure', 'Comedy', 'Seinen']",,ルパン三世 血の刻印 - 永遠のMermaid,"['Rupan Sansei', 'Lupin III: Blood Seal - Eternal Mermaid']"
35585,2015,spring,['Music'],,Stella-Rium,[]
1026,1997,fall,"['Adventure', 'Historical', 'Horror', 'Shoujo', 'Supernatural']",Eight Clouds Rising,八雲立つ,['Yakumo Tatsu']
2306,1989,summer,"['Comedy', 'Mecha', 'Parody']",Mobile Suit SD Gundam's Counterattack,機動戦士ＳＤガンダムの逆襲,"['Kidou Senshi SD Gundam no Gyakushuu: Arashi o Yobu Gakuensai', ""Mobile Suit SD Gundam's Counterattack: The Storm-Calling School Festival"", 'The Tale of the SD Warring States: The Chapter of the Violent Final Sky Castle', 'Kidou Senshi SD Gundam no Gyakushuu: SD']"
43522,2020,winter,['Music'],Leo,LEO,[]
515,1995,summer,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",Legend of Crystania: The Motion Picture,はじまりの冒険者たち レジェンド・オブ・クリスタニア,"['Hajimaru no Bokensha-tachi Crystania no Densetsu', 'Legend of Crystania Movie']"
1283,1997,winter,"['Adventure', 'Comedy', 'Fantasy']",Gestalt,超獣伝説ゲシュタルト,[]
4355,2007,spring,['Hentai'],,通勤快楽 痴漢でGO!!,['Pervs on a Train: Pleasure Commute']
10244,1988,winter,"['Adventure', 'Comedy']",,ウルトラB ブラックホールからの独裁者B・B,['Ultra B: Dictator B.B. from the Black Hole']
34052,2017,spring,"['Comedy', 'Kids']",100% Teacher Pascal,100%パスカル先生 (TV),[]
27909,2014,fall,['Hentai'],"Nasty Thoughts, Dirty Deeds",オトメヒメ,[]
39429,2018,winter,"['Military', 'School']",,ガールズ＆パンツァー 最終章 第1話 不肖・秋山優花里の戦車講座,['Girls und Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza']
3078,1994,summer,"['Comedy', 'Hentai', 'Romance']",Magical Twilight,マジカルトワイライト,"['Majikaru', 'The Hex Files']"
5383,1999,summer,"['Comedy', 'Erotica', 'Girls Love', 'Hentai']",,マイ ライフ アズ,"['My Life as a Chicken', 'My Life As...']"
32521,0,,"['Comedy', 'Kids', 'Video Game']",,スーパーマリオワールド マリオとヨッシーの冒険ランド,"[""Super Mario World: Mario & Yoshi's Adventure Land""]"
5386,2009,spring,"['Action', 'Historical', 'Martial Arts', 'Samurai']",Musashi: The Dream of the Last Samurai,宮本武蔵 ―双剣に馳せる夢―,[]
6666,2005,fall,['Music'],,パッション,['Hikaru Utada - Passion']
3595,1988,spring,"['Action', 'Horror', 'Mythology']",Spirit Warrior,孔雀王,['Peacock King']
4363,2003,winter,['Hentai'],Xpress Train,痴漢電車,['Groper Train']
5644,2006,summer,['Hentai'],,そらのいろ、みずのいろ,"['Ero Scene Replay Ryoujoku & Higo Mode', 'Picchiri Sukima Naku Ecchi na Omoide Bonus Video']"
49165,2021,fall,"['Action', 'Adventure', 'Fantasy']",Bright: Samurai Soul,ブライト: サムライソウル,[]
2062,1988,fall,"['Action', 'Military', 'Sci-Fi', 'Space']",,ガルフォース3 スターダスト・ウォー,[]
3600,1987,spring,"['Action', 'Martial Arts', 'Mythology']",Yotoden: Chronicle of the Warlord Period,戦国奇譚妖刀伝,"['Sengoku Kidan Youtouden', 'Yotoden OVA']"
38416,2020,summer,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,アラド：逆転の輪,"['Dixia Cheng Yu Yongshi: Nizhuan Zhi Lun', 'Arad: Reversal of Fate', 'Arad: Nizhuan Zhi Lun', '地下城与勇士·逆转之轮']"
49168,0,,"['Action', 'Adventure', 'Fantasy', 'Mythology', 'Shounen']",,,[]
51216,2021,fall,"['Action', 'Fantasy', 'Historical', 'Martial Arts']",,新秦时明月,"[""New Qin's Moon"", ""Qin's Moon Remastered"", 'The Legend of Qin Remastered']"
5393,2004,fall,"['Erotica', 'Girls Love', 'Hentai']",Soushitsukyou,喪失郷,['Soshitsukyo']
21009,2013,fall,"['Action', 'Combat Sports', 'Ecchi', 'Sports']",,世界でいちばん強くなりたい!,"['Wanna Be The Strongest in the World Specials', 'SekaTsuyo Specials']"
38673,2019,winter,"['Action', 'CGDCT', 'Comedy', 'Fantasy']",Katana Maidens: Mini Toji,みにとじ,[]
45585,2020,fall,"['School', 'Sports', 'Team Sports']",,「2.43　清陰高校男子バレー部」ミニアニメ　バレーボール講座編,[]
3602,1998,winter,"['Action', 'Drama', 'Sci-Fi', 'Space']",Galaxy Express 999: Eternal Fantasy,銀河鉄道９９９ エターナルファンタジー,[]
2067,1998,winter,"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",Gekiganger 3,ゲキ・ガンガー３　熱血大決戦,"['Gekiganger 3: Nekketsu Daikessen', 'Nadesico OVA']"
37139,2016,summer,['Comedy'],,こよみヒストリー,['Madogatari']
5908,1989,winter,['Comedy'],,チンプイ,['Timpui']
10516,2011,winter,"['Drama', 'Supernatural']",,Anemone,[]
40212,2019,fall,['Hentai'],,しごカレ ~エッチな女子大生とドキx2ラブレッスン!! THE ANIMATION,[]
2326,1996,winter,['Hentai'],Mail Order Maiden 28,南極28号,"['Mail Order Maiden 28: The Dutch Wife', 'Nanjin 28']"
51222,2019,spring,"['Action', 'Adventure', 'Fantasy']",,５分でわかる！TVアニメ『盾の勇者の成り上がり』第１クール,"['You can see it in 5 minutes! The first cour of the TV anime ""The Rising of the Shield Hero""']"
10775,2011,spring,"['School', 'Shounen']",,スケットダンス 徹底分析スペシャル,['SKET Dance: Demystifying Special']
22295,2014,fall,"['Fantasy', 'Historical', 'Josei', 'Reverse Harem', 'Romance']",,十三支演義～偃月三国伝～ 外伝 幽州幻夜,['Juuza Engi: Engetsu Sangokuden OVA']
29975,2014,winter,"['Action', 'Sci-Fi']",,ガンスリンガー ストラトス,[]
1560,1996,summer,"['Action', 'Ecchi', 'Martial Arts', 'Sci-Fi', 'Shounen']",Voltage Fighter Gowcaizer,超人学園ゴウカイザー　ＴＨＥ　ＶＯＬＴＡＧＥ　ＦＩＧＨＴＥＲＳ,"['Choujin Gakuen Gowkaiser', 'Superhuman Academy Gowcaizer', 'Voltage Fighter Gowcaizer: The Movie']"
5400,1996,fall,['Hentai'],,魔法の詩保ちゃん,[]
8216,1992,spring,"['Combat Sports', 'Martial Arts', 'Seinen', 'Sports']",,ああ播磨灘,"['Ah Harima-nada', 'Aah Harimanada']"
31257,0,,['Avant Garde'],,SPACY,[]
33305,2015,fall,"['Drama', 'Fantasy', 'Historical', 'Martial Arts']",,画江湖之灵主,"['A Portrait of Jianghu: Spirit Master', 'Painted Jianghu 2']"
50201,2018,winter,"['Boys Love', 'Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",Someone Else's BL Cartoon,남의 BL만화’ 애니메이션,"['Nam-ui BL Manhwa', ""NBM, Someone Else's BL Comic Animation""]"
2586,1994,winter,"['Drama', 'Mecha', 'Military', 'Sci-Fi']",,装甲騎兵ボトムズ 赫奕たる異端,"['Armored Trooper Votoms: The Defrost', 'Armored Trooper Votoms: The Heretic Saint', 'The Brilliant Heretic', 'Armored Trooper Votoms: Shining Heresy', 'Armored Trooper Votoms - Kakueki taru Itan', 'Armored Trooper Votoms: Brilliantly Shining Heresy']"
4890,2006,summer,['Music'],Maybe You,Peut-etre toi,['Mylene Farmer Peut-etre Toi']
32026,2016,winter,"['Comedy', 'Gag Humor', 'Parody']",Mr. Osomatsu Episode 3.5: Virgin Heroes,おそ松さん,"['Osomatsu-san Episode 3.5', 'Mr. Osomatsu Special']"
27419,2014,fall,"['Music', 'School', 'Slice of Life']",,タリ タリ 「曇ったり 輝いたり またいつか歌ったり」,"['Tari Tari Special', 'Tari Tari: Being Cloudy, Shining, Singing Again Someday']"
29979,2013,summer,['Slice of Life'],,Petting a Dog,[]
49179,2022,fall,['Comedy'],,令和のデ・ジ・キャラット,[]
42268,2020,spring,"['Action', 'Fantasy']",,首席御灵师,"['Chief Soul Manipulator', 'Chief Soul Master']"
7453,2009,summer,['Ecchi'],,AIKa ZERO,[]
18205,2014,spring,"['Comedy', 'Slice of Life', 'Workplace']",World Fool News,ワールド フールニュース,['World Fool News (2014)']
50462,2020,summer,"['Action', 'Mystery', 'Psychological', 'Super Power']",False Memory,记忆管理局,[]
2336,2002,winter,"['Comedy', 'Shounen', 'Strategy Game', 'Supernatural']",,ヒカルの碁 お正月スペシャル,[]
38688,2018,spring,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Supernatural']",Dream Tower,梦塔 - 雪谜城,"['Meng Taxue Mi Cheng', 'Dream Tower: The Puzzle of Snow City', 'Dream Tower: Snow Mystery City']"
50208,2022,winter,['Hentai'],"3 Seconds Later, He Turned Into a Beast",3秒後、野獣。～合コンで隅にいた彼は肉食でした,[]
29730,2015,winter,['Hentai'],,イエナイコト THE ANIMATION,[]
11299,2009,winter,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Shounen', 'Space']",,ケロ０　出発だよ！全員集合！！,['Keroro Gunso Episode 0']
32548,2013,summer,['Action'],,今際の国のアリス,['Alice in Borderland']
14629,2012,summer,"['Action', 'Military', 'Sci-Fi']",,スターシップ・トゥルーパーズ インベイジョン,[]
32806,2016,summer,"['Idols (Female)', 'Music', 'School', 'Shoujo', 'Slice of Life']",,アイカツ！〜ねらわれた魔法のアイカツ！カード〜,['Aikatsu! Aiming for the Magical Aikatsu Card']
11815,2011,fall,['Hentai'],,異常痴態 実験奴隷,[]
39975,2019,spring,['Music'],Android Girl,アンドロイドガール,[]
50217,0,,"['Comedy', 'Fantasy']",,山河剑心小剧场,['Thousand Autumns Mini Theater']
37418,2012,summer,['Slice of Life'],,おおかみこどもの雨と雪×ハウス食品 シチューCM,['House Foods Corporation x Wolf Children']
8235,1972,winter,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",,ムーミン,"['Shin Muumin', 'New Moomin']"
11307,0,,"['Drama', 'Military', 'Sci-Fi', 'Space']",,銀河パトロールPJ,"['Once Upon a Time... Space', 'Once Upon a Time Was the Space']"
30251,2015,summer,"['Action', 'Idols (Female)', 'Music']",Venus Project: Climax,VENUS PROJECT（ヴィーナス プロジェクト）－CLIMAX－,[]
3116,1989,fall,"['Action', 'Kids', 'Racing', 'Sports']",,ダッシュ！四駆郎,['Mini 4WD']
3628,2002,summer,['Hentai'],Rxxx: Prescription for Pain,淫獄病棟,['Obscene Prison Ward']
4910,2006,summer,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Pikachu's Island Adventure,ピカチュウのわんぱくアイランド,[]
6958,2009,fall,"['CGDCT', 'Comedy', 'Gourmet']",,ヒャッコ エクストラ,['Hyakko OVA']
1839,2004,spring,"['Adventure', 'Anthropomorphic', 'Fantasy', 'Kids', 'Shoujo', 'Slice of Life']",,じゃがいぬくん,['Dogtato-kun']
10799,2011,spring,['Music'],,チャイム,['Hatsune Miku: Chime']
15407,2015,fall,[],,まじかるすいーとプリズム・ナナ,[]
28207,2015,winter,['Comedy'],,血液型くん！2,['Ketsuekigata-kun! Second Season']
41519,2020,fall,"['Action', 'Fantasy', 'Video Game']",,モンスト THE MOVIE ルシファー 絶望の夜明け,[]
5168,2007,winter,"['Historical', 'Samurai']",,ASIENCE 髪は女の命,"['Asience Hairy Tale', 'Hair is the Heart of a Woman']"
7216,1990,spring,"['Adventure', 'Fantasy', 'Kids']",My Favorite Fairy Tales,世界童話アニメ全集,['Sekai Dowa Anime Zenshu']
10545,2011,winter,"['Action', 'Fantasy', 'Supernatural']",,The Epic of Zektbach　第一章　シャムシールの舞,"['The Epic Of ZektBach: Daiisshou: Shamshir no Mai', 'The Epic Of ZektBach: Chapter 1: Shamshir Dance']"
18481,1990,spring,"['Hentai', 'School', 'Sci-Fi']",,ごっくんドール 超次元ピッコちゃん登場!!,['Sexy Anime Rama #4']
3378,2001,fall,['Hentai'],Leatherman,レザーマン,"['Sexbomb, Black Hole e no Michi']"
16690,2012,fall,"['Drama', 'Slice of Life']",,MY LIFE,[]
3379,2004,winter,['Hentai'],,御神楽探偵団,"['Mikagura Tanteidan - Katsudou Shashin', 'Mikagura Detective Agency']"
38196,0,,['Fantasy'],,超越世界,['Aum Shinrikyou no Anime']
309,2005,summer,"['Comedy', 'Parody']",Akahori's Heretical Hour Love Game,あかほり外道アワーらぶげ,"['Akahori Gedou Hour Love Game', 'Zettai Seigi Love Pheromone', 'Soreyuke! Gedou Otometai', 'Absolute Justice Love Pheromone']"
10549,2008,fall,"['Action', 'Fantasy', 'Mahou Shoujo', 'Shoujo']",,ちょ～短編 プリキュアオールスターズ GoGoドリームライブ!,['Pretty Cure All Stars GoGo Dream Live!']
32309,2016,winter,"['Drama', 'Slice of Life']",,旅街レイトショー,['Tabi Machi Late Show: Awaiting My Journey']
4150,1986,summer,"['Comedy', 'Parody', 'Sci-Fi', 'Space']",,コスモス　ピンクショック,[]
30262,2007,winter,"['Boys Love', 'Comedy', 'Erotica', 'Romance']",No Money Omake episodes,お金がないっ,['No Money! DVD Extras']
12343,1995,spring,"['Action', 'Adventure', 'Comedy', 'Detective', 'Sci-Fi']",Dirty Pair Flash 2,ダーティペアFLASH 2,['Dirty Pair Flash 2 OVA']
15927,2012,summer,"['Comedy', 'Supernatural']",,カーニバル・ファンタズム ひびちかスペシャル,"['Carnival Phantasm (2013)', 'Carnival Phantasm Special Season']"
2360,1991,summer,"['Fantasy', 'Hentai', 'Horror', 'Mythology', 'Sci-Fi']",Urotsukidoji II: Legend of the Demon Womb (movie),超神伝説うろつき童子 魔胎伝,[]
39736,2020,spring,"['Action', 'Mystery', 'Supernatural']",,历师,"['Huang Li Shi', 'Chinese Almanac Master', 'Secret Archives of Unscientific Materialism', '不科学唯物主义秘密档案', '黄历师']"
2617,2000,spring,['Comedy'],,ギブリーズ,[]
36409,2017,fall,"['Comedy', 'Music']",,ヨーデルの女,[]
37433,2018,spring,"['Comedy', 'Slice of Life', 'Supernatural']",Okko's Inn,若おかみは小学生！,[]
