id,seasonYear,season,genres,title.english,title.native,title.romaji
5114,2009,spring,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Military', 'Shounen']",Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,"['Hagane no Renkinjutsushi: Fullmetal Alchemist', 'Fullmetal Alchemist (2009)', 'FMA', 'FMAB']"
11061,2011,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,['HxH (2011)']
9253,2011,spring,"['Drama', 'Psychological', 'Sci-Fi', 'Suspense', 'Time Travel']",Steins;Gate,STEINS;GATE,[]
21,1999,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",One Piece,ONE PIECE,['OP']
1535,2006,fall,"['Psychological', 'Shounen', 'Supernatural', 'Suspense']",Death Note,デスノート,['DN']
16498,2013,spring,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",Attack on Titan,進撃の巨人,"['AoT', 'SnK']"
1575,2006,fall,"['Action', 'Drama', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']",Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,[]
1735,2007,winter,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']",Naruto Shippuden,ナルト- 疾風伝,['Naruto Hurricane Chronicles']
30,1995,fall,"['Action', 'Avant Garde', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']",Neon Genesis Evangelion,新世紀エヴァンゲリオン,['Shinseiki Evangelion']
32281,2016,summer,"['Drama', 'Romantic Subtext', 'Supernatural']",Your Name.,君の名は。,[]
38000,2019,spring,"['Action', 'Fantasy', 'Historical', 'Shounen']",Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,['Blade of Demon Destruction']
23273,2014,fall,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",Your Lie in April,四月は君の嘘,['Kimiuso']
28851,2016,summer,"['Drama', 'Romantic Subtext', 'Shounen']",A Silent Voice,聲の形,['The Shape of Voice']
2001,2007,spring,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",Gurren Lagann,天元突破グレンラガン,"['Tengen Toppa Gurren-Lagann', 'Making Break-Through Gurren Lagann', 'Heavenly Breakthrough Gurren Lagann', 'TTGL', 'Gurren Laggan']"
1,1998,spring,"['Action', 'Adult Cast', 'Sci-Fi', 'Space']",Cowboy Bebop,カウボーイビバップ,[]
2904,2008,spring,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Super Power']",Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ 続編,"['Code Geass: Hangyaku no Lelouch 2nd Season', 'Code Geass: Hangyaku no Lelouch Second Season']"
40748,2020,fall,"['Action', 'Fantasy', 'School', 'Shounen']",Jujutsu Kaisen,呪術廻戦,"['Sorcery Fight', 'JJK']"
20,2002,fall,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']",Naruto,ナルト,['NARUTO']
20583,2014,spring,"['School', 'Shounen', 'Sports', 'Team Sports']",Haikyu!!,ハイキュー!!,"['High Kyuu!!', 'HQ!!']"
4181,2008,fall,"['Drama', 'Romance', 'Supernatural']",Clannad ~After Story~,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,[]
11757,2012,summer,"['Action', 'Adventure', 'Fantasy', 'Love Polygon', 'Romance', 'Video Game']",Sword Art Online,ソードアート・オンライン,"['S.A.O', 'SAO']"
31240,2016,spring,"['Drama', 'Fantasy', 'Isekai', 'Psychological', 'Suspense', 'Time Travel']",Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,"['Re: Life in a different world from zero', 'Re:Zero', 'ReZero']"
269,2004,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",Bleach,BLEACH - ブリーチ -,[]
30276,2015,fall,"['Action', 'Comedy', 'Parody', 'Seinen', 'Super Power']",One Punch Man,ワンパンマン,"['One Punch-Man', 'One-Punch Man', 'OPM']"
918,2006,spring,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",Gintama,銀魂,"['Gin Tama', 'Silver Soul', 'Yorinuki Gintama-san']"
4224,2008,fall,"['Drama', 'Love Polygon', 'Romance', 'School']",Toradora!,とらドラ！,['Tiger X Dragon']
31964,2016,spring,"['Action', 'School', 'Shounen', 'Super Power']",My Hero Academia,僕のヒーローアカデミア,[]
33352,2018,winter,"['Drama', 'Fantasy', 'Slice of Life']",Violet Evergarden,ヴァイオレット・エヴァーガーデン,[]
38524,2019,spring,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",Attack on Titan Season 3 Part 2,進撃の巨人 Season3 Part.2,[]
40028,2021,winter,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",Attack on Titan: The Final Season,進撃の巨人 The Final Season,"['Shingeki no Kyojin Season 4', 'Attack on Titan Season 4']"
9756,2011,winter,"['Drama', 'Mahou Shoujo', 'Psychological', 'Suspense']",Puella Magi Madoka Magica,魔法少女まどか★マギカ,"['Mahou Shoujo Madoka Magika', 'Magical Girl Madoka Magica']"
22319,2014,summer,"['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen']",Tokyo Ghoul,東京喰種-トーキョーグール-,"['Tokyo Kushu', 'Toukyou Kushu', 'Toukyou Ghoul']"
6547,2010,spring,"['Drama', 'School', 'Supernatural']",Angel Beats!,Angel Beats!（エンジェルビーツ!）,[]
5081,2009,summer,"['Mystery', 'Romance', 'Supernatural', 'Vampire']",Bakemonogatari,化物語,"['Ghostory', 'Monstory']"
19815,2014,spring,"['Comedy', 'Ecchi', 'Fantasy', 'Isekai', 'Strategy Game']","No Game, No Life",ノーゲーム・ノーライフ,['NGNL']
6702,2009,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",Fairy Tail,FAIRY TAIL（フェアリーテイル）,[]
31043,2016,winter,"['Mystery', 'Psychological', 'Seinen', 'Time Travel']",ERASED,僕だけがいない街,"['The Town Where Only I am Missing', 'BokuMachi']"
37450,2018,fall,"['Comedy', 'Drama', 'Romance', 'School', 'Supernatural']",Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,['AoButa']
30831,2016,winter,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody', 'Reincarnation']",KonoSuba: God's Blessing on This Wonderful World!,この素晴らしい世界に祝福を！,['Give Blessings to This Wonderful World!']
32182,2016,summer,"['Action', 'Comedy', 'Super Power', 'Supernatural']",Mob Psycho 100,モブサイコ100,"['Mob Psycho Hyaku', 'Mob Psycho One Hundred']"
19,2004,spring,"['Adult Cast', 'Drama', 'Mystery', 'Psychological', 'Seinen', 'Suspense']",Monster,モンスター,[]
34572,2017,fall,"['Action', 'Comedy', 'Fantasy', 'Shounen']",Black Clover,ブラッククローバー,[]
34599,2017,summer,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Made in Abyss,メイドインアビス,[]
13601,2012,fall,"['Action', 'Adult Cast', 'Detective', 'Psychological', 'Sci-Fi', 'Suspense']",Psycho-Pass,サイコパス,['Psychopath']
18679,2013,fall,"['Action', 'Comedy', 'Ecchi', 'School', 'Super Power']",Kill la Kill,キルラキル,"['KLK', 'Dressed to Kill']"
31933,2016,spring,"['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen', 'Supernatural']",JoJo's Bizarre Adventure: Diamond Is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,"['JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', 'Diamond is not Crash']"
37999,2019,winter,"['Comedy', 'Psychological', 'Romantic Subtext', 'School', 'Seinen']",Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"[""Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains""]"
205,2004,spring,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",Samurai Champloo,サムライチャンプルー,['SAMURAI CHAMPLOO']
14719,2012,fall,"['Action', 'Adventure', 'Shounen', 'Supernatural', 'Vampire']",JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,"['JoJo no Kimyou na Bouken (2012)', ""JoJo's Bizarre Adventure (2012)"", 'Battle Tendency', 'Phantom Blood', 'Sentou Chouryuu', ""JoJo's Bizarre Adventure The Animation""]"
813,1989,spring,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",Dragon Ball Z,ドラゴンボールZ,"['DBZ', 'Dragonball Z']"
37521,2019,summer,"['Action', 'Adventure', 'Drama', 'Historical', 'Seinen']",,ヴィンランド・サガ,[]
10087,2011,fall,"['Action', 'Fantasy', 'Supernatural']",Fate/Zero,フェイト/ゼロ,[]
9989,2011,spring,"['Drama', 'Slice of Life', 'Supernatural']",Anohana: The Flower We Saw That Day,あの日見た花の名前を僕達はまだ知らない。,"['AnoHana', ""We Still Don't Know the Name of the Flower We Saw That Day.""]"
37779,2019,winter,"['Mystery', 'Psychological', 'Sci-Fi', 'Shounen', 'Survival', 'Suspense']",The Promised Neverland,約束のネバーランド,[]
22535,2014,fall,"['Action', 'Gore', 'Horror', 'Psychological', 'Sci-Fi', 'Seinen']",Parasyte: The Maxim,寄生獣 セイの格率,"['Parasite', 'Parasitic Beasts', 'Parasyte']"
20507,2014,winter,"['Action', 'Fantasy', 'Mythology', 'Shounen']",Noragami,ノラガミ,[]
853,2006,spring,"['Comedy', 'Crossdressing', 'Reverse Harem', 'Romance', 'School', 'Shoujo']",Ouran High School Host Club,桜蘭高校ホスト部,"['Ohran Koko Host Club', 'Ouran Koukou Hosutobu', 'Ouran Koukou Host Bu', 'OHSHC']"
10620,2011,fall,"['Action', 'Gore', 'High Stakes Game', 'Psychological', 'Shounen', 'Supernatural', 'Survival', 'Suspense']",The Future Diary,未来日記,"['Mirai Nikki', 'Mirai Nikki (2011)']"
6746,2010,winter,"['Action', 'Mystery', 'Supernatural']",Durarara!!,デュラララ!!,"['Dhurarara!!', 'Dyurarara!!', 'Dulalala!!', 'Dullalala!!', 'DRRR!!']"
35849,2018,winter,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",DARLING in the FRANXX,ダーリン・イン・ザ・フランキス,[]
37510,2019,winter,"['Action', 'Comedy', 'Super Power', 'Supernatural']",Mob Psycho 100 II,モブサイコ100 II,"['Mob Psycho 100 2nd Season', 'Mob Psycho Hyaku', 'Mob Psycho One Hundred']"
199,2001,summer,"['Adventure', 'Award Winning', 'Mythology', 'Supernatural']",Spirited Away,千と千尋の神隠し,"[""Sen and Chihiro's Spiriting Away""]"
37991,2018,fall,"['Action', 'Adventure', 'Organized Crime', 'Shounen']",JoJo's Bizarre Adventure: Golden Wind,ジョジョの奇妙な冒険 黄金の風,"[""JoJo's Bizarre Adventure Part 5: Golden Wind"", 'JoJo no Kimyou na Bouken Part 5: Ougon no Kaze', 'Le Bizzarre Avventure Di GioGio Parte 5: Vento Aureo']"
42897,2021,winter,"['Romance', 'School', 'Shounen']",Horimiya,ホリミヤ,['Hori-san and Miyamura-kun']
227,2000,spring,"['Action', 'Avant Garde', 'Comedy', 'Mecha', 'Parody', 'Psychological', 'Sci-Fi']",FLCL,フリクリ,"['Fooly Cooly', 'Furi Kuri']"
24833,2015,winter,"['Action', 'Comedy', 'School', 'Shounen']",Assassination Classroom,暗殺教室,['Ansatsu Kyoushitsu']
14813,2013,spring,"['Comedy', 'Love Polygon', 'Romance', 'School']",My Teen Romantic Comedy SNAFU,やはり俺の青春ラブコメはまちがっている。,"['Oregairu', 'My youth romantic comedy is wrong as I expected.']"
2167,2007,fall,"['Drama', 'Romance', 'School', 'Supernatural']",Clannad,CLANNAD,[]
36649,2018,summer,"['Action', 'Adventure', 'Delinquents', 'Drama', 'Shoujo']",Banana Fish,BANANA FISH,[]
22199,2014,summer,"['Action', 'Fantasy', 'Gore', 'Shounen', 'Super Power']",Akame ga Kill!,アカメが斬る！,['Akame ga Kiru!']
48583,2022,winter,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",Attack on Titan: The Final Season Part 2,進撃の巨人 The Final Season Part 2,"['Shingeki no Kyojin Season 4', 'Attack on Titan Season 4']"
13759,2012,fall,"['Drama', 'Romance', 'School', 'Visual Arts']",The Pet Girl of Sakurasou,さくら荘のペットな彼女,['Sakurasou no Pet na Kanojo']
28223,2015,winter,"['Adult Cast', 'Drama', 'High Stakes Game', 'Psychological', 'Supernatural', 'Suspense']",Death Parade,デス・パレード,[]
35790,2019,winter,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']",The Rising of the Shield Hero,盾の勇者の成り上がり,[]
12189,2012,spring,"['Mystery', 'School', 'Slice of Life']",Hyouka,氷菓,"['Hyou-ka', ""Hyouka: You can't escape"", ""Hyou-ka: You can't escape"", 'Hyoka']"
33255,2016,summer,"['Comedy', 'Gag Humor', 'School', 'Shounen', 'Supernatural']",The Disastrous Life of Saiki K.,斉木楠雄のΨ難,['Saiki Kusuo no Psi Nan']
121,2003,fall,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Military', 'Shounen']",Fullmetal Alchemist,鋼の錬金術師,"['Hagane no Renkinjutsushi', 'FMA', 'Full Metal Alchemist']"
457,2005,fall,"['Adult Cast', 'Adventure', 'Fantasy', 'Historical', 'Iyashikei', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']",Mushi-Shi,蟲師,[]
32,1997,summer,"['Avant Garde', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']",Neon Genesis Evangelion: The End of Evangelion,新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION,['Shinseiki Evangelion Gekijouban: The End of Evangelion']
3588,2008,spring,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']",Soul Eater,ソウルイーター,[]
50265,2022,spring,"['Action', 'Childcare', 'Comedy', 'Shounen']",,SPY×FAMILY,[]
38691,2019,summer,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Survival', 'Time Travel']",Dr. Stone,ドクターストーン,[]
37430,2018,fall,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Mythology', 'Reincarnation']",That Time I Got Reincarnated as a Slime,転生したらスライムだった件,['TenSura']
431,2004,fall,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Howl's Moving Castle,ハウルの動く城,[]
1210,2006,summer,"['Comedy', 'Drama', 'Otaku Culture', 'Psychological', 'Romance']",Welcome to the N.H.K.,N・H・Kにようこそ！,['Welcome to the NHK']
877,2006,spring,"['Adult Cast', 'Drama', 'Love Polygon', 'Music', 'Romance', 'Shoujo', 'Slice of Life']",Nana,NANA [ナナ],[]
245,1999,summer,"['Comedy', 'Delinquents', 'Drama', 'School', 'Shounen', 'Workplace']",Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,['GTO']
28171,2015,spring,"['Ecchi', 'Gourmet', 'School', 'Shounen']",Food Wars! Shokugeki no Soma,食戟のソーマ,"['Shokugeki no Soma', 'Food Wars: Shokugeki no Soma']"
42249,2021,spring,"['Action', 'Delinquents', 'Drama', 'School', 'Shounen', 'Supernatural', 'Time Travel']",Tokyo Revengers,東京リベンジャーズ,[]
39535,2021,winter,"['Drama', 'Ecchi', 'Fantasy', 'Isekai', 'Reincarnation']",Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,['Jobless Reincarnation: I Will Seriously Try If I Go To Another World']
226,2004,summer,"['Action', 'Drama', 'Gore', 'Horror', 'Psychological', 'Romance', 'Seinen', 'Supernatural']",Elfen Lied,エルフェンリート,"['Elfen Song', 'Elfic Song', 'Elf Song']"
33,1997,fall,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Gore', 'Horror', 'Military', 'Mythology', 'Seinen', 'Supernatural']",Berserk,剣風伝奇ベルセルク,"['Berserk: The Chronicles of Wind Blades', 'Sword-Wind Chronicle Berserk']"
17074,2013,summer,"['Comedy', 'Mystery', 'Romance', 'Supernatural', 'Vampire']",Monogatari Series: Second Season,〈物語〉シリーズ セカンドシーズン,"['Nekomonogatari: Shiro', 'Kabukimonogatari: Mayoi Jianshi', 'Otorimonogatari', 'Onimonogatari', 'Koimonogatari']"
2251,2007,summer,"['Action', 'Comedy', 'Historical', 'Mystery', 'Organized Crime', 'Supernatural']",Baccano!,バッカーノ！,[]
29803,2015,summer,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Supernatural', 'Video Game']",Overlord,オーバーロード,[]
31478,2016,spring,"['Action', 'Comedy', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",Bungo Stray Dogs,文豪ストレイドッグス,['Literary Stray Dogs']
339,1998,summer,"['Avant Garde', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",Serial Experiments Lain,シリアルエクスペリメンツレイン,[]
5680,2009,spring,"['CGDCT', 'Comedy', 'Music', 'School']",K-ON!,けいおん!,"['Keion', 'K-ON! Season 1']"
4898,2008,fall,"['Action', 'Comedy', 'Historical', 'Mystery', 'Mythology', 'Shounen', 'Supernatural']",Black Butler,黒執事,"['Kuro Shitsuji', 'Kuroshitsuzi']"
13125,2012,fall,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",From the New World,新世界より,['Shin Sekai Yori']
7054,2010,spring,"['Comedy', 'Romance', 'School', 'Shoujo']",Maid Sama!,会長はメイド様!,['Class President is a Maid!']
10165,2011,spring,"['Comedy', 'Gag Humor', 'School', 'Shounen']",Nichijou - My Ordinary Life,日常,['Everyday']
11617,2012,winter,"['Comedy', 'Ecchi', 'Harem', 'Mythology', 'Romance', 'School']",High School DxD,ハイスクールD×D,['Highschool DxD']
28999,2015,summer,"['Drama', 'School', 'Super Power']",Charlotte,Charlotte（シャーロット）,[]
35120,2018,winter,"['Action', 'Avant Garde', 'Gore', 'Horror', 'Mythology', 'Supernatural']",Devilman: Crybaby,DEVILMAN crybaby,[]
23283,2014,summer,"['Mystery', 'Psychological', 'Suspense']",Terror in Resonance,残響のテロル,"['Terror in Tokyo', 'Terror of Resonance']"
47778,2022,winter,"['Action', 'Fantasy', 'Historical', 'Shounen']",Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,鬼滅の刃 遊郭編,[]
392,1992,fall,"['Action', 'Comedy', 'Martial Arts', 'Mythology', 'Shounen', 'Supernatural']",Yu Yu Hakusho: Ghost Files,幽☆遊☆白書,"['Yu Yu Hakusho', 'Ghost Fighter', 'Poltergeist Report', 'YuYu Hakusho']"
25777,2017,spring,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",Attack on Titan Season 2,進撃の巨人 Season2,[]
934,2006,spring,"['Gore', 'Horror', 'Mystery', 'Psychological', 'Supernatural', 'Suspense']",When They Cry,ひぐらしのなく頃に,"['When the Cicadas Cry', 'The Moment the Cicadas Cry']"
11771,2012,spring,"['School', 'Shounen', 'Sports', 'Team Sports']",Kuroko's Basketball,黒子のバスケ,"['Kuroko no Basuke', 'KuroBas', 'The Basketball Which Kuroko Plays']"
777,2006,winter,"['Action', 'Adult Cast', 'Gore', 'Horror', 'Military', 'Seinen', 'Supernatural', 'Vampire']",Hellsing Ultimate,HELLSING OVA,[]
11741,2012,spring,"['Action', 'Fantasy', 'Supernatural']",Fate/Zero Season 2,フェイト/ゼロ 2ndシーズン,['Fate/Zero Second Season']
32995,2016,fall,['Sports'],Yuri!!! On ICE,ユーリ!!! on ICE,[]
40591,2020,spring,"['Comedy', 'Psychological', 'Romantic Subtext', 'School', 'Seinen']",Kaguya-sama: Love is War Season 2,かぐや様は告らせたい？～天才たちの恋愛頭脳戦～,"[""Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains 2nd Season"", 'Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 2nd Season', 'Kaguya-sama: Love is War 2nd Season']"
20899,2014,spring,"['Action', 'Adventure', 'Drama', 'Shounen', 'Supernatural']",JoJo's Bizarre Adventure: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,"['Dai San Bu Kuujou Joutarou: Mirai e no Isan', ""JoJo's Bizarre Adventure Part 3""]"
164,1997,summer,"['Action', 'Adventure', 'Fantasy']",Princess Mononoke,もののけ姫,['Mononoke Hime']
23755,2014,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",The Seven Deadly Sins,七つの大罪,[]
35760,2018,summer,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",Attack on Titan Season 3,進撃の巨人 Season3,[]
26055,2015,winter,"['Action', 'Adventure', 'Drama', 'Shounen', 'Supernatural']",JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,"[""JoJo's Bizarre Adventure Part 3"", ""JoJo's Bizarre Adventure: Stardust Crusaders - Egypt Arc""]"
263,2000,fall,"['Combat Sports', 'Shounen', 'Sports']",Fighting Spirit,はじめの一歩 THE FIGHTING!,"['The First Step', 'Hajime no Ippo: The Fighting']"
36098,2018,summer,"['Drama', 'Romance', 'Slice of Life']",I Want To Eat Your Pancreas,君の膵臓をたべたい,"['KimiSui', 'Let Me Eat Your Pancreas']"
33486,2017,spring,"['Action', 'School', 'Shounen', 'Super Power']",My Hero Academia Season 2,僕のヒーローアカデミア,[]
2966,2008,winter,"['Adult Cast', 'Adventure', 'Fantasy', 'Historical', 'Romance']",Spice and Wolf,狼と香辛料,['Ookami to Koushinryou']
37520,2019,winter,"['Action', 'Adventure', 'Historical', 'Mythology', 'Samurai', 'Shounen', 'Supernatural']",Dororo,どろろ,['Dororo to Hyakkimaru']
249,2000,fall,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Mythology', 'Romance', 'Shounen', 'Supernatural', 'Time Travel']",InuYasha,犬夜叉,['Inu Yasha']
14741,2012,fall,"['Comedy', 'Romance', 'School']","Love, Chunibyo & Other Delusions!",中二病でも恋がしたい!,"['Chu-2 Byo demo Koi ga Shitai!', 'Regardless of My Adolescent Delusions of Grandeur, I Want a Date!']"
10793,2011,fall,"['Action', 'Drama', 'Mecha', 'Romantic Subtext', 'Sci-Fi', 'Super Power']",Guilty Crown,ギルティクラウン,['GUILTY CROWN']
30654,2016,winter,"['Action', 'Comedy', 'School', 'Shounen']",Assassination Classroom Second Season,暗殺教室　第２期,"['Ansatsu Kyoushitsu Season 2', 'Ansatsu Kyoushitsu Final Season']"
7785,2010,spring,"['Comedy', 'Mystery', 'Psychological', 'Romance', 'Time Travel']",The Tatami Galaxy,四畳半神話大系,"['Yojo-Han Shinwa Taikei', 'Yojou-Han Shinwa Taikei', 'Yojohan Shinwa Taikei']"
42938,2021,spring,"['Drama', 'Romance', 'Shoujo', 'Supernatural']",Fruits Basket: The Final Season,フルーツバスケット The Final,"['Fruits Basket 3rd Season', 'Fruits Basket (2019) 3rd Season', 'Furuba']"
37105,2018,summer,"['Comedy', 'Seinen']",Grand Blue Dreaming,ぐらんぶる,[]
33206,2017,winter,"['Fantasy', 'Slice of Life']",Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,['The maid dragon of Kobayashi-san']
9919,2011,spring,"['Action', 'Fantasy', 'Mythology', 'School', 'Shounen']",Blue Exorcist,青の祓魔師(エクソシスト),['Ao no Futsumashi']
11111,2012,winter,"['Gore', 'Horror', 'Mystery', 'School', 'Supernatural', 'Suspense']",Another,アナザー,[]
889,2006,spring,"['Action', 'Adult Cast', 'Organized Crime', 'Seinen']",Black Lagoon,BLACK LAGOON,[]
2025,2007,spring,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",Darker than Black,Darker than BLACK -黒の契約者-,['DTB']
1604,2006,fall,"['Action', 'Comedy', 'Organized Crime', 'Shounen', 'Super Power']",Reborn!,家庭教師ヒットマンREBORN!,"['Kateikyoushi Hitman Reborn!', 'Home Tutor Hitman Reborn!']"
23847,2015,spring,"['Comedy', 'Love Polygon', 'Romance', 'School']",My Teen Romantic Comedy SNAFU TOO!,やはり俺の青春ラブコメはまちがっている。続,"['Oregairu 2', 'My Teen Romantic Comedy SNAFU 2', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Second Season', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. 2nd Season']"
48736,2022,winter,"['Otaku Culture', 'Romance', 'School', 'Seinen', 'Slice of Life']",My Dress-Up Darling,その着せ替え人形は恋をする,"['Sono Kisekae Ningyou wa Koi wo Suru', 'KiseKoi']"
22297,2014,fall,"['Action', 'Fantasy', 'Supernatural']",Fate/stay night [Unlimited Blade Works],Fate/stay night [Unlimited Blade Works],"['Fate/stay night (2014)', 'Fate - Stay Night']"
28891,2015,fall,"['School', 'Shounen', 'Sports', 'Team Sports']",Haikyu!! 2nd Season,ハイキュー!! セカンドシーズン,['Haikyuu!! Second Season']
437,1998,winter,"['Adult Cast', 'Avant Garde', 'Drama', 'Horror', 'Psychological', 'Showbiz']",Perfect Blue,パーフェクトブルー,[]
39533,2019,summer,"['Boys Love', 'Drama', 'Music', 'Romance', 'Slice of Life']",,ギヴン,[]
820,1988,winter,"['Adult Cast', 'Drama', 'Military', 'Sci-Fi', 'Space']",Legend of the Galactic Heroes,銀河英雄伝説,"['LoGH', 'LotGH', ""Gin'eiden"", 'GinEiDen', 'Heldensagen Vom Kosmosinsel']"
849,2006,spring,"['Comedy', 'Mystery', 'School', 'Sci-Fi', 'Slice of Life']",The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,['Suzumiya Haruhi no Yuuutsu']
32935,2016,fall,"['School', 'Shounen', 'Sports', 'Team Sports']",Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,"['Haikyuu!! Third Season', 'Haikyuu!! Karasuno High VS Shiratorizawa Academy']"
28977,2015,spring,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",Gintama Season 4,銀魂°,"[""Gintama' (2015)""]"
4081,2008,summer,"['Drama', 'Iyashikei', 'Mythology', 'Shoujo', 'Slice of Life', 'Supernatural']",Natsume's Book of Friends,夏目友人帳,"['Natsume Yujincho', 'Natsume Yujin-cho']"
25013,2014,fall,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']",Yona of the Dawn,暁のヨナ,['Yona: The girl standing in the blush of dawn']
45576,2021,fall,"['Drama', 'Ecchi', 'Fantasy', 'Isekai', 'Reincarnation']",Mushoku Tensei: Jobless Reincarnation Part 2,無職転生 ～異世界行ったら本気だす～ 第2クール,[]
31646,2016,fall,"['Childcare', 'Drama', 'Iyashikei', 'Seinen', 'Slice of Life', 'Strategy Game']",March Comes In Like a Lion,3月のライオン,['Sangatsu no Lion']
35180,2017,fall,"['Childcare', 'Drama', 'Iyashikei', 'Seinen', 'Slice of Life', 'Strategy Game']",March Comes In Like A Lion 2nd Season,3月のライオン 第2シリーズ,['Sangatsu no Lion Second Season']
22135,2014,spring,"['Drama', 'Seinen', 'Sports']",Ping Pong the Animation,ピンポン THE ANIMATION,['PPTA']
35507,2017,summer,"['Drama', 'Psychological', 'School']",Classroom of the Elite,ようこそ実力至上主義の教室へ,"['Welcome to the Classroom of the Elite', 'You-jitsu']"
7791,2010,spring,"['CGDCT', 'Comedy', 'Music', 'School']",K-ON! Season 2,けいおん!!,"['Keion 2', 'K-On!! 2nd Season']"
223,1986,winter,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",Dragon Ball,ドラゴンボール,"['Dragonball', 'DB']"
